PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Boarding,Fare,Cabin,Embarked,Deck,Embarked-C,Embarked-Q,Embarked-S,Deck-A,Deck-B,Deck-C,Deck-D,Deck-E,Deck-F,Deck-G,Deck-T,FamilySize,AgeGroup
427,1,2,0,28.0,1,0,,2003,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
428,1,2,0,19.0,0,0,,250655,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
429,0,3,1,32.9080984399555,0,0,,364851,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
430,1,3,1,32.0,0,0,SOTON/O.Q.,3,8.05,E10,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
431,1,1,1,28.0,0,0,,110564,26.55,C52,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
432,1,3,0,11.325940784041649,1,0,,376564,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Child (0-12)
433,1,2,0,42.0,1,0,SC/AH,3085,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
434,0,3,1,17.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
435,0,1,1,50.0,1,0,,13507,55.9,E44,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Adult (19-59)
436,1,1,0,14.0,1,2,,113760,120.0,B96 B98,S,B,0,0,1,0,1,0,0,0,0,0,0,4,Teen (13-18)
437,0,3,0,21.0,2,2,W./C.,6608,34.375,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Adult (19-59)
438,1,2,0,24.0,2,3,,29106,18.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Adult (19-59)
439,0,1,1,64.0,1,4,,19950,263.0,C23 C25 C27,S,C,0,0,1,0,0,1,0,0,0,0,0,6,Senior (60+)
440,0,2,1,31.0,0,0,C.A.,18723,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
441,1,2,0,45.0,1,1,F.C.C.,13529,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
442,0,3,1,20.0,0,0,,345769,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
443,0,3,1,25.0,1,0,,347076,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
444,1,2,0,28.0,0,0,,230434,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
445,1,3,1,31.13904450079638,0,0,,65306,8.1125,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
446,1,1,1,4.0,0,2,,33638,81.8583,A34,S,A,0,0,1,1,0,0,0,0,0,0,0,3,Child (0-12)
447,1,2,0,13.0,0,1,,250644,19.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Teen (13-18)
448,1,1,1,34.0,0,0,,113794,26.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
449,1,3,0,5.0,2,1,,2666,19.2583,,C,F,1,0,0,0,0,0,0,0,1,0,0,4,Child (0-12)
450,1,1,1,52.0,0,0,,113786,30.5,C104,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
451,0,2,1,36.0,1,2,C.A.,34651,27.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
452,0,3,1,44.39539388045724,1,0,,65303,19.9667,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
453,0,1,1,30.0,0,0,,113051,27.75,C111,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
454,1,1,1,49.0,1,0,,17453,89.1042,C92,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
455,0,3,1,42.31231520760202,0,0,A/5,2817,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
456,1,3,1,29.0,0,0,,349240,7.8958,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
457,0,1,1,65.0,0,0,,13509,26.55,E38,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Senior (60+)
458,1,1,0,30.9245535947417,1,0,,17464,51.8625,D21,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Adult (19-59)
459,1,2,0,50.0,0,0,F.C.C.,13531,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
460,0,3,1,11.680132189789912,0,0,,371060,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Child (0-12)
461,1,1,1,48.0,0,0,,19952,26.55,E12,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
462,0,3,1,34.0,0,0,,364506,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
463,0,1,1,47.0,0,0,,111320,38.5,E63,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
464,0,2,1,48.0,0,0,,234360,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
465,0,3,1,29.445650205448857,0,0,A/S,2816,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
466,0,3,1,38.0,0,0,SOTON/O.Q.,31,7.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
467,0,2,1,25.954130721317377,0,0,,239853,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
468,0,1,1,56.0,0,0,,113792,26.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
469,0,3,1,18.823511133668255,0,0,,36209,7.725,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
470,1,3,0,0.75,2,1,,2666,19.2583,,C,F,1,0,0,0,0,0,0,0,1,0,0,4,Child (0-12)
471,0,3,1,33.26969479009978,0,0,,323592,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
472,0,3,1,38.0,0,0,,315089,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
473,1,2,0,33.0,1,2,C.A.,34651,27.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
474,1,2,0,23.0,0,0,SC/AH,0,13.7917,D,C,D,1,0,0,0,0,0,1,0,0,0,0,1,Adult (19-59)
475,0,3,0,22.0,0,0,,7553,9.8375,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
476,0,1,1,35.47129235688051,0,0,,110465,52.0,A14,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Adult (19-59)
477,0,2,1,34.0,1,0,,31027,21.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
478,0,3,1,29.0,1,0,,3460,7.0458,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
479,0,3,1,22.0,0,0,,350060,7.5208,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
480,1,3,0,2.0,0,1,,3101298,12.2875,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Child (0-12)
481,0,3,1,9.0,5,2,CA,2144,46.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,8,Child (0-12)
482,0,2,1,34.63496998588855,0,0,,239854,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
483,0,3,1,50.0,0,0,A/5,3594,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
484,1,3,0,63.0,0,0,,4134,9.5875,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Senior (60+)
485,1,1,1,25.0,1,0,,11967,91.0792,B49,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
486,0,3,0,23.432448605404193,3,1,,4133,25.4667,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Adult (19-59)
487,1,1,0,35.0,1,0,,19943,90.0,C93,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
488,0,1,1,58.0,0,0,,11771,29.7,B37,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
489,0,3,1,30.0,0,0,A.5.,18509,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
490,1,3,1,9.0,1,1,C.A.,37671,15.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
491,0,3,1,5.76466318865166,1,0,,65304,19.9667,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Child (0-12)
492,0,3,1,21.0,0,0,SOTON/OQ,31,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
493,0,1,1,55.0,0,0,,113787,30.5,C30,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
494,0,1,1,71.0,0,0,PC,17609,49.5042,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Senior (60+)
495,0,3,1,21.0,0,0,A/4,45380,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
496,0,3,1,20.49730187701819,0,0,,2627,14.4583,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
497,1,1,0,54.0,1,0,,36947,78.2667,D20,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
498,0,3,1,35.10282975060689,0,0,C.A.,6212,15.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
499,0,1,0,25.0,1,2,,113781,151.55,C22 C26,S,C,0,0,1,0,0,1,0,0,0,0,0,4,Adult (19-59)
500,0,3,1,24.0,0,0,,350035,7.7958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
501,0,3,1,17.0,0,0,,315086,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
502,0,3,0,21.0,0,0,,364846,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
503,0,3,0,23.561195719460834,0,0,,330909,7.6292,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
504,0,3,0,37.0,0,0,,4135,9.5875,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
505,1,1,0,16.0,0,0,,110152,86.5,B79,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Teen (13-18)
506,0,1,1,18.0,1,0,PC,17758,108.9,C65,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Teen (13-18)
507,1,2,0,33.0,0,2,,26360,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
508,1,1,1,30.411854140557985,0,0,,111427,26.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
509,0,3,1,28.0,0,0,C,4001,22.525,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
510,1,3,1,26.0,0,0,,1601,56.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
511,1,3,1,29.0,0,0,,382651,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
512,0,3,1,19.082464934691387,0,0,SOTON/OQ,31,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
513,1,1,1,36.0,0,0,PC,17473,26.2875,E25,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
514,1,1,0,54.0,1,0,PC,17603,59.4,,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
515,0,3,1,24.0,0,0,,349209,7.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
516,0,1,1,47.0,0,0,,36967,34.0208,D46,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
517,1,2,0,34.0,0,0,C.A.,34260,10.5,F33,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
518,0,3,1,38.618809721833294,0,0,,371110,24.15,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
519,1,2,0,36.0,1,0,,226875,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
520,0,3,1,32.0,0,0,,349242,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
521,1,1,0,30.0,0,0,,12749,93.5,B73,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
522,0,3,1,22.0,0,0,,349252,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
523,0,3,1,22.542016357152015,0,0,,2624,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
524,1,1,0,44.0,0,1,,111361,57.9792,B18,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
525,0,3,1,9.73875874746864,0,0,,2700,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Child (0-12)
526,0,3,1,40.5,0,0,,367232,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
527,1,2,0,50.0,0,0,W./C.,14258,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
528,0,1,1,31.345599425799186,0,0,PC,17483,221.7792,C95,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
529,0,3,1,39.0,0,0,,3101296,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
530,0,2,1,23.0,2,1,,29104,11.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
531,1,2,0,2.0,1,1,,26360,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
532,0,3,1,40.62767106365679,0,0,,2641,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
533,0,3,1,17.0,1,1,,2690,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Teen (13-18)
534,1,3,0,24.08543856096453,0,2,,2668,22.3583,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
535,0,3,0,30.0,0,0,,315084,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
536,1,2,0,7.0,0,2,F.C.C.,13529,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
537,0,1,1,45.0,0,0,,113050,26.55,B38,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
538,1,1,0,30.0,0,0,PC,17761,106.425,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
539,0,3,1,41.147503858021665,0,0,,364498,14.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
540,1,1,0,22.0,0,2,,13568,49.5,B39,C,B,1,0,0,0,1,0,0,0,0,0,0,3,Adult (19-59)
541,1,1,0,36.0,0,2,WE/P,5735,71.0,B22,S,B,0,0,1,0,1,0,0,0,0,0,0,3,Adult (19-59)
542,0,3,0,9.0,4,2,,347082,31.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
543,0,3,0,11.0,4,2,,347082,31.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
544,1,2,1,32.0,1,0,,2908,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
545,0,1,1,50.0,1,0,PC,17761,106.425,C86,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
546,0,1,1,64.0,0,0,,693,26.0,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Senior (60+)
547,1,2,0,19.0,1,0,,2908,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
548,1,2,1,20.5583140143043,0,0,SC/PARIS,2146,13.8625,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
549,0,3,1,33.0,1,1,,363291,20.525,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
550,1,2,1,8.0,1,1,C.A.,33112,36.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
551,1,1,1,17.0,0,2,,17421,110.8833,C70,C,C,1,0,0,0,0,1,0,0,0,0,0,3,Teen (13-18)
552,0,2,1,27.0,0,0,,244358,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
553,0,3,1,28.40779144014945,0,0,,330979,7.8292,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
554,1,3,1,22.0,0,0,,2620,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
555,1,3,0,22.0,0,0,,347085,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
556,0,1,1,62.0,0,0,,113807,26.55,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Senior (60+)
557,1,1,0,48.0,1,0,,11755,39.6,A16,C,A,1,0,0,1,0,0,0,0,0,0,0,2,Adult (19-59)
558,0,1,1,35.3384990326323,0,0,PC,17757,227.525,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
559,1,1,0,39.0,1,1,,110413,79.65,E67,S,E,0,0,1,0,0,0,0,1,0,0,0,3,Adult (19-59)
560,1,3,0,36.0,1,0,,345572,17.4,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
561,0,3,1,20.063508639127924,0,0,,372622,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
562,0,3,1,40.0,0,0,,349251,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
563,0,2,1,28.0,0,0,,218629,13.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
564,0,3,1,34.94283573790669,0,0,SOTON/OQ,3,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
565,0,3,0,37.320903679459725,0,0,SOTON/O.Q.,3,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
566,0,3,1,24.0,2,0,A/4,48871,24.15,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
567,0,3,1,19.0,0,0,,349205,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
568,0,3,0,29.0,0,4,,349909,21.075,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Adult (19-59)
569,0,3,1,32.72717536417466,0,0,,2686,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
570,1,3,1,32.0,0,0,,350417,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
571,1,2,1,62.0,0,0,S.W./PP,752,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Senior (60+)
572,1,1,0,53.0,2,0,,11769,51.4792,C101,S,C,0,0,1,0,0,1,0,0,0,0,0,3,Adult (19-59)
573,1,1,1,36.0,0,0,PC,17474,26.3875,E25,S,E,0,0,1,0,0,0,0,1,0,0,0,1,Adult (19-59)
574,1,3,0,29.133891964642842,0,0,,14312,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
575,0,3,1,16.0,0,0,A/4.,20589,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
576,0,3,1,19.0,0,0,,358585,14.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
577,1,2,0,34.0,0,0,,243880,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
578,1,1,0,39.0,1,0,,13507,55.9,E44,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Adult (19-59)
579,0,3,0,19.235796452399125,1,0,,2689,14.4583,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
580,1,3,1,32.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
581,1,2,0,25.0,1,1,,237789,30.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
582,1,1,0,39.0,1,1,,17421,110.8833,C68,C,C,1,0,0,0,0,1,0,0,0,0,0,3,Adult (19-59)
583,0,2,1,54.0,0,0,,28403,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
584,0,1,1,36.0,0,0,,13049,40.125,A10,C,A,1,0,0,1,0,0,0,0,0,0,0,1,Adult (19-59)
585,0,3,1,41.175691561307,0,0,,3411,8.7125,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
586,1,1,0,18.0,0,2,,110413,79.65,E68,S,E,0,0,1,0,0,0,0,1,0,0,0,3,Teen (13-18)
587,0,2,1,47.0,0,0,,237565,15.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
588,1,1,1,60.0,1,1,,13567,79.2,B41,C,B,1,0,0,0,1,0,0,0,0,0,0,3,Adult (19-59)
589,0,3,1,22.0,0,0,,14973,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
590,0,3,1,27.586322543283192,0,0,A./5.,3235,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
591,0,3,1,35.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
592,1,1,0,52.0,1,0,,36947,78.2667,D20,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
593,0,3,1,47.0,0,0,A/5,3902,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
594,0,3,0,35.741736218501956,0,2,,364848,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
595,0,2,1,37.0,1,0,SC/AH,29037,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
596,0,3,1,36.0,1,1,,345773,24.15,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
597,1,2,0,10.808867258004977,0,0,,248727,33.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Child (0-12)
598,0,3,1,49.0,0,0,LINE,0,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
599,0,3,1,36.31919110637439,0,0,,2664,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
600,1,1,1,49.0,1,0,PC,17485,56.9292,A20,C,A,1,0,0,1,0,0,0,0,0,0,0,2,Adult (19-59)
601,1,2,0,24.0,2,1,,243847,27.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
602,0,3,1,28.82495298381108,0,0,,349214,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
603,0,1,1,54.31829823768694,0,0,,113796,42.4,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
604,0,3,1,44.0,0,0,,364511,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
605,1,1,1,35.0,0,0,,111426,26.55,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
606,0,3,1,36.0,1,0,,349910,15.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
607,0,3,1,30.0,0,0,,349246,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
608,1,1,1,27.0,0,0,,113804,30.5,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
609,1,2,0,22.0,1,2,SC/Paris,2123,41.5792,,C,F,1,0,0,0,0,0,0,0,1,0,0,4,Adult (19-59)
610,1,1,0,40.0,0,0,PC,17582,153.4625,C125,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
611,0,3,0,39.0,1,5,,347082,31.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Adult (19-59)
612,0,3,1,28.01798321206004,0,0,SOTON/O.Q.,31,7.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
613,1,3,0,24.7348741828533,1,0,,367230,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
614,0,3,1,32.29736905964574,0,0,,370377,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
615,0,3,1,35.0,0,0,,364512,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
616,1,2,0,24.0,1,2,,220845,65.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Adult (19-59)
617,0,3,1,34.0,1,1,,347080,14.4,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
618,0,3,0,26.0,1,0,A/5.,3336,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
619,1,2,0,4.0,2,1,,230136,39.0,F4,S,F,0,0,1,0,0,0,0,0,1,0,0,4,Child (0-12)
620,0,2,1,26.0,0,0,,31028,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
621,0,3,1,27.0,1,0,,2659,14.4542,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
622,1,1,1,42.0,1,0,,11753,52.5542,D19,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Adult (19-59)
623,1,3,1,20.0,1,1,,2653,15.7417,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
624,0,3,1,21.0,0,0,,350029,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
625,0,3,1,21.0,0,0,,54636,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
626,0,1,1,61.0,0,0,,36963,32.3208,D50,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Senior (60+)
627,0,2,1,57.0,0,0,,219533,12.35,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
628,1,1,0,21.0,0,0,,13502,77.9583,D9,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
629,0,3,1,26.0,0,0,,349224,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
630,0,3,1,11.423772035468463,0,0,,334912,7.7333,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Child (0-12)
631,1,1,1,80.0,0,0,,27042,30.0,A23,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Senior (60+)
632,0,3,1,51.0,0,0,,347743,7.0542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
633,1,1,1,32.0,0,0,,13214,30.5,B50,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
634,0,1,1,22.61358845822263,0,0,,112052,0.0,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
635,0,3,0,9.0,3,2,,347088,27.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Child (0-12)
636,1,2,0,28.0,0,0,,237668,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
637,0,3,1,32.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
638,0,2,1,31.0,1,1,C.A.,31921,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
639,0,3,0,41.0,0,5,,3101295,39.6875,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Adult (19-59)
640,0,3,1,4.009005816796396,1,0,,376564,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Child (0-12)
